case_id	stem	cc	group	sources
103511-v1.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_63b.c
103512-v1.0.0	CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__double_array_malloc_partial_init_64b.c
103535-v1.0.0	CWE457_Use_of_Uninitialized_Variable__empty_constructor_01	g++	values	s01/CWE457_Use_of_Uninitialized_Variable__empty_constructor_01_{variant}.cpp,src/testcasesupport/io.c
103536-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_01.c
103537-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_02.c
103538-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_03.c
103539-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_04.c
103540-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_05.c
103541-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_06.c
103542-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_07.c
103543-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_08.c
103544-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_09.c
103545-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_10.c
103546-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_11.c
103548-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_13.c
103549-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_14.c
103550-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_15.c
103551-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_16.c
103552-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_17.c
103553-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_18.c
103554-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_43.cpp
103555-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_62b.cpp
103556-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_63b.c
103557-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int64_t_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__int64_t_64b.c
103558-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_01.c
103559-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_02.c
103560-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_03.c
103561-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_04.c
103562-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_05.c
103563-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_06.c
103564-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_07.c
103565-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_08.c
103566-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_09.c
103567-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_10.c
103568-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_11.c
103570-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_13.c
103571-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_14.c
103572-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_15.c
103573-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_16.c
103574-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_17.c
103575-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_18.c
103576-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_43.cpp
103577-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__int_62b.cpp
103578-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_63b.c
103579-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_64b.c
103580-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_01.c
103581-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_02.c
103582-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_03.c
103583-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_04.c
103584-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_05.c
103585-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_06.c
103586-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_07.c
103587-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_08.c
103588-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_09.c
103589-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_10.c
103590-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_11.c
103592-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_13.c
103593-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_14.c
103594-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_15.c
103595-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_16.c
103596-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_17.c
103597-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_18.c
103598-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_43.cpp
103599-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_62b.cpp
103600-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_63b.c
103601-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_64b.c
103602-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_01.c
103603-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_02.c
103604-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_03.c
103605-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_04.c
103606-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_05.c
103607-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_06.c
103608-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_07.c
103609-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_08.c
103610-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_09.c
103611-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_10.c
103612-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_11.c
103614-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_13.c
103615-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_14.c
103616-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_15.c
103617-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_16.c
103618-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_17.c
103619-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_18	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_18.c
103620-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_43.cpp
103621-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_62b.cpp
103622-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_63a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_63a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_63b.c
103623-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_64a	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_64a.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_64b.c
103624-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_01	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_01.c
103625-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_02	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_02.c
103626-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_03	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_03.c
103627-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_04	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_04.c
103628-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_05	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_05.c
103629-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_06	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_06.c
103630-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_07	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_07.c
103631-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_08	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_08.c
103632-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_09	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_09.c
103633-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_10	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_10.c
103634-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_11	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_11.c
103636-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_13	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_13.c
103637-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_14	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_14.c
103638-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_15	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_15.c
103639-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_16	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_16.c
103640-v1.0.0	CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_17	gcc	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_17.c
